Presa;Demarcación;Cauce;Fase;Titular;Provincia
TARIFA;JUCAR;;Explotación;COMUNIDAD DE REGANTES DE VIRGEN DE LAS NIEVES;Alicante/Alacant
TAVASCÁN;EBRO;RIU DE LLADORRE;Explotación;ENDESA GENERACION S.A.;Lleida
TAZACORTE;LA PALMA;BARRANCO HONDO;Explotación;HACIENDAS ARGAL Y TAZACORTE;Santa Cruz de Tenerife
TEBRA;MIÑO-SIL;;Explotación;MIUDIÑA, S.L.;Pontevedra
TEJO, EL;DUERO;RÍO MOROS;Explotación;ESTADO;Segovia
TEJONERAS;GUADALQUIVIR;ARROYO DEL ROBLEDILLO;Explotación;EMACSA (EMPRESA MUNICIPAL DE AGUAS DE CORDOBA, S.A.);Córdoba
TEJONERAS ALTAS;GUADIANA;ARROYO DE LAS TEJONERAS;Explotación;BANFER S.A;Cáceres
TEJONERAS BAJAS;GUADIANA;ARROYO DE LAS TEJONERAS;Explotación;BANFER S.A;Cáceres
TEJONERAS DE ABAJO;GUADIANA;RIO SAN JUAN;Explotación;GUALTER RODRIGUEZ FERREIRA;Badajoz
TENEBROSO;TAJO;RÍO LOZOYA;Explotación;CANAL DE ISABEL II;Madrid
TENTUDIA;GUADIANA;RIO BODION;Explotación;ESTADO;Badajoz
TERA;DUERO;RÍO TERA;Explotación;ESTADO;Zamora
TERRADETS;EBRO;LA NOGUERA PALLARESA;Explotación;ENDESA GENERACION S.A.;Lleida
TERRATEIG;JUCAR;RIU DE VERNISSA;Explotación;AGUAS DE LAS CUENCAS MEDITERRANEAS, S.A. (ACUAMED, S.A.);Valencia/Valéncia
TESOS, LOS;DUERO;ARROYO DE TESOS MIRADORES;Explotación;CEREALES MARTIN MIGUEL, S.L.;Salamanca
TIBI;JUCAR;RIU MONTNEGRE O VERD;Explotación;COMUNIDAD DE REGANTES SINDICATO HUERTA DE ALICANTE;Alicante/Alacant
TIERRA ROYA;SEGURA;;Explotación;ESTADO;Murcia
TIFIRABE;EL HIERRO;;Explotación;GOBIERNO DE CANARIAS. CONSEJERIA DE OBRAS PUBLICAS, VIVIENDA Y AGUAS;Santa Cruz de Tenerife
TIJOCO;TENERIFE;SIN NOMBRE;Explotación;U-AGRICOLA HOYA GRANDE;Santa Cruz de Tenerife
TILOS, LOS;TAJO;RÍO GUADIELA;Explotación;NAVARRO GENERACIÓN S.A.;Cuenca
TINAJILLA II, LA;GUADIANA;BARRANCO DEL CARRIZO;Explotación;MACURSA;Huelva
TINAJILLA, LA;GUADIANA;BARRANCO DEL COHECHADO;Explotación;MACURSA;Huelva
TIRAJANA;GRAN CANARIA;BARRANCO DE TIRAJANA;Explotación;HEREDAD DE SARDINA Y ALDEA BLANCA;Palmas, Las
TISLAR, EL;JUCAR;;Explotación;COMUNIDAD DE REGANTES DE CANAL JUCAR-TURIA SECTOR-2 CARLET;Valencia/Valéncia
TOBA, LA;JUCAR;RÍO JÚCAR;Explotación;NATURGY GENERACIÓN, S.L.U.;Cuenca
TOBA, LA;EBRO;ARROYO DE LA TOBA;Explotación;AYUNTAMIENTO DE ESPINOSA;Burgos
TOBAR, EL;TAJO;ARROYO DEL TOBAR;Explotación;AYUNTAMIENTO DE SAN LORENZO DE EL ESCORIAL;Madrid
TOCONAL, EL;GUADIANA;ARROYO DE SANTA NATALIA;Explotación;PARTICULAR;Badajoz
TOLL DE CARMELO I;JUCAR;;Explotación;HEREDAD DE LA ALQUEDRA, S.A.;Alicante/Alacant
TOLL DE CARMELO II;JUCAR;;Explotación;HEREDAD DE LA ALQUEDRA, S.A.;Alicante/Alacant
TOLOMO;JUCAR;;Explotación;COMUNIDAD DE REGANTES DE VIRGEN DE LAS NIEVES;Alicante/Alacant
TOMA IV DE LLIRIA;JUCAR;;Explotación;COMUNIDAD DE REGANTES DEL LLIRIA PRINCIPAL DEL CAMPO DEL TURIA;Valencia/Valéncia
TOMILLAR, EL;CUENCAS MEDITERRANEAS ANDALUZAS;ARROYO DE LOS HORNILLOS O DE LOS PILONES;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Málaga
TORANES, LOS;JUCAR;RIU MIJARES;Explotación;IBERDROLA GENERACION S.A.;Teruel
TORAN / PONT DE REY;EBRO;ETH GARONA;Explotación;ENDESA GENERACION S.A.;Lleida
TORCAS, LAS;EBRO;RÍO HUERVA;Explotación;ESTADO;Zaragoza
TORCON, EL;TAJO;ARROYO DEL TORCÓN;Explotación;AYUNTAMIENTO DE TOLEDO;Toledo
TORCON II, EL;TAJO;ARROYO DEL TORCÓN;Explotación;MANCOMUNIDAD DE SERVICIOS CABEZA DEL TORCÓN;Toledo
TORDOMAR;DUERO;;Explotación;COMUNIDAD DE REGANTES DE SAN AGUSTIN DE TORDOMAR;Burgos
TORO;DUERO;RÍO DUERO;Explotación;IBERICA DE ENERGIAS, S.L.;Zamora
TORONJO;GRAN CANARIA;BARRANCO DE LOS CASTILLEJOS;Explotación;DIEGO VEGA GARRIDO;Palmas, Las
TORQUEMADA;DUERO;RÍO PISUERGA;Explotación;AYUNTAMIENTO DE TORQUEMADA;Palencia
TORRASA, LA;EBRO;LA NOGUERA PALLARESA;Explotación;ENDESA GENERACION S.A.;Lleida
TORREALTA;SEGURA;;Explotación;ESTADO;Alicante/Alacant
TORRECABALLEROS;DUERO;RÍO PIRÓN;Explotación;MANCOMUNIDAD AYTOS TORRECABALLEROS Y OTROS.JUNTA C;Segovia
TORRECERA;GUADALETE Y BARBATE;;Explotación;SEIASA;Cádiz
TORRE DE ABRAHAM;GUADIANA;RIO BULLAQUE;Explotación;ESTADO;Ciudad Real
TORRE DE ABRAHAM;GUADIANA;RIO BULLAQUE;Explotación;ESTADO;Ciudad Real
TORRE DEL AGUILA;GUADALQUIVIR;ARROYO SALADO DE MORÓN;Explotación;ESTADO;Sevilla
TORREHERRERA;TAJO;ARROYO DE LA TORRE HERRERA;Explotación;SANTIAGO BLAZQUEZ MEDIAVILLA;Cáceres
TORREJONCILLO;TAJO;RIVERA DE FRESNEDOSA;Explotación;ESTADO;Cáceres
TORREJON EL RUBIO;TAJO;ARROYO DEL PUEBLO;Explotación;AYUNTAMIENTO DE TORREJON;Cáceres
TORREJON (TAJO - TIETAR);TAJO;RÍO TAJO;Explotación;IBERDROLA GENERACION S.A.;Cáceres
TORREJON TIETAR;TAJO;RÍO TIÉTAR;Explotación;IBERDROLA GENERACION S.A.;Cáceres
TORRE, LA;GUADALETE Y BARBATE;ARROYO DE LOS NACIMIENTILLOS;Explotación;PARTICULAR;Cádiz
TORRELARA;DUERO;ARROYO DE LA MAGDALENA;Explotación;JOSÉ M. MURO-LARA;Segovia
TORRELUENGA;GUADALQUIVIR;;Explotación;AGUSTIN ALCALA Y LOPEZ-BARAJAS;Sevilla
TORREMELGAREJO-ESTELLA;GUADALETE Y BARBATE;;Explotación;SEIASA;Cádiz
TORREMENGA;TAJO;ARROYO DE LA FUENTECILLA;Explotación;AYUNTAMIENTO DE TORREMENGA;Cáceres
TORREMOCHA;TAJO;RÍO SALOR;Explotación;JUNTA DE EXTREMADURA, CONSEJERÍA DE FOMENTO, VIVIENDA ORDENACIÓN TERRITORIO Y TURISMO;Cáceres
TORRES DE SEGRE;EBRO;;Explotación;GENERALITAT DE CATALUÑA;Lleida
TORROLLON;EBRO;BARRANCO GRANDE;Explotación;ESTADO;Huesca
TORT;EBRO;BARRANC DE LA LORA;Explotación;ENDESA GENERACION S.A.;Lleida
TORT;EBRO;BARRANC DE LA LORA;Explotación;ENDESA GENERACION S.A.;Lleida
TORT;EBRO;EL FLAMISELL;Explotación;ENDESA GENERACION S.A.;Lleida
TORTOLES DE ESGUEVA;DUERO;ARROYO VALLEJO;Explotación;C.R.DE SAN ISIDRO;Burgos
TORT TRULLO;EBRO;RIU DE PEGUERA;Explotación;ENDESA GENERACION S.A.;Lleida
TORT TRULLO (COLLADO I);EBRO;RIU DE PEGUERA;Explotación;ENDESA GENERACION S.A.;Lleida
TORT TRULLO (COLLADO II);EBRO;RIU DE PEGUERA;Explotación;ENDESA GENERACION S.A.;Lleida
TOSCA, LA;TAJO;RÍO CUERVO;Explotación;NAVARRO GENERACIÓN S.A.;Cuenca
TOSCAR, EL;JUCAR;;Explotación;COMUNIDAD GENERAL DE USUARIOS ALTO VINALOPÓ;Alicante/Alacant
TOURO;GALICIA-COSTA;RÍO ULLA;Explotación;NATURGY GENERACIÓN, S.L.U.;Coruña, A
TOURO;GALICIA-COSTA;RÍO ULLA;Explotación;PATRIMONIO HIDROELÉCTRICO DE GALICIA, S.L.;Coruña, A
TOUS;JUCAR;RÍO JÚCAR;Explotación;ESTADO;Valencia/Valéncia
TOZO;TAJO;RÍO TOZO;Explotación;MARIA VICTORIA SANZ GUTIERREZ;Cáceres
TRAMACASTILLA;EBRO;RÍO GORGOL;Explotación;ENDESA GENERACION S.A.;Huesca
TRAMACASTILLA;EBRO;;Explotación;ENDESA GENERACION S.A.;Huesca
TRAMACASTILLA;EBRO;RÍO GORGOL;Explotación;ENDESA GENERACION S.A.;Huesca
TRANCO DE BEAS;GUADALQUIVIR;RÍO GUADALQUIVIR;Explotación;ESTADO;Jaén
TRANQUERA, LA;EBRO;RIO PIEDRA;Explotación;ESTADO;Zaragoza
TRAPA, LA;EBRO;VAL DE JAIME;Explotación;ESTADO;Zaragoza
TRASONA;CANTABRICO OCCIDENTAL;RÍO ALBARES;Explotación;ARCELORMITAL ESPAÑA, S.A.;Asturias
TRASPINEDO;TAJO;ARROYO DE SERRADA;Explotación;AGRO J3, S.L.;Toledo
TRES PICOS;TINTO, ODIEL Y PIEDRAS;ARROYO DEL HORNO;Explotación;AYUNTAMIENTO DE VILLANUEVA CASTILLEJOS;Huelva
TRES TORRES;TAJO;ARROYO ZORITA;Explotación;JUNTA DE EXTREMADURA, CONSEJERÍA DE FOMENTO, VIVIENDA ORDENACIÓN TERRITORIO Y TURISMO;Cáceres
TREVEJOS;TENERIFE;;Explotación;CABILDO DE TENERIFE;Santa Cruz de Tenerife
TRIANO;CANTABRICO ORIENTAL;;Explotación;PARTICULAR;Bizkaia
TRUJILLO;TAJO;GARGANTA DE SANTA LUCIA;Explotación;JUNTA DE EXTREMADURA, CONSEJERÍA DE FOMENTO, VIVIENDA ORDENACIÓN TERRITORIO Y TURISMO;Cáceres
TUDELA;DUERO;RÍO DUERO;Explotación;IBERICA DE ENERGIAS, S.L.;Valladolid
TUIMIL;MIÑO-SIL;RÍO MAO;Explotación;ESTADO;Lugo
TUMBANALES I;TINTO, ODIEL Y PIEDRAS;ARROYO DE LA PEÑA DEL HIERRO;Explotación;COMPAÑIA NACIONAL PIRITAS;Huelva
TUMBANALES II;TINTO, ODIEL Y PIEDRAS;ARROYO DE LA PEÑA DEL HIERRO;Explotación;COMPAÑIA NACIONAL PIRITAS;Huelva
TUÑO I;MIÑO-SIL;RÍO TUÑO;Explotación;APROV. HIDRAULICOS GALLEGOS S.A.;Ourense
TUÑO II;MIÑO-SIL;RÍO TUÑO;Explotación;APROV. HIDRAULICOS GALLEGOS S.A.;Ourense
TURIA-SAGUNTO;JUCAR;;Explotación;ESTADO;Valencia/Valéncia
ULLDECONA;JUCAR;RIU DE LA SÉNIA;Explotación;ESTADO;Castellón/Castelló
ULLIBARRI-JAUREGUI;EBRO;DE LA ROSA ERREKA;Explotación;COMUNIDAD REGANTES SAN MIGUEL DE MENDIERRE;Araba/Álava
ULLIVARRI;EBRO;ZADORRA IBAIA;Explotación;IBERDROLA GENERACION S.A.;Araba/Álava
UMBRIA;DUERO;RÍO DE LA UMBRÍA;Explotación;FERRERIA FUENTE ZARRE S.L.;Burgos
UMBRIA DE LOS ROBLEDILLOS;GUADIANA;ARROYO DE VALLELUGAR;Explotación;POSTUERO DE LOS ROBLEDILLOS S.L.;Toledo
UMBRIA, LA;GRAN CANARIA;BARRANCO DE LOS CASTILLEJOS;Explotación;AYUNTAMIENTO DE LAS PALMAS;Palmas, Las
UMBRIAS, LAS;TINTO, ODIEL Y PIEDRAS;BARRANCO DE MARTÍN JUAN;Explotación;AYUNTAMIENTO DE CERRO ANDEVALO;Huelva
UNDURRAGA;CANTABRICO ORIENTAL;ARRATIA IBAIA;Explotación;CONSORCIO DE AGUAS GRAN BILBAO;Bizkaia
URBIETA;CANTABRICO ORIENTAL;ARTADIKO ERREKA;Explotación;IBERDROLA GENERACION S.A.;Bizkaia
URDALUR;EBRO;RÍO ALTZANIA;Explotación;ESTADO;Navarra
URDICETO;EBRO;BARRANCO DE URDICETO;Explotación;ESTADO;Huesca
URDICETO;EBRO;BARRANCO SALLENA;Explotación;ESTADO;Huesca
URDIÑOLA;CANTABRICO ORIENTAL;IROLA ERREKA;Explotación;ACCIONA ENERGÍA, S.A.;Navarra
URDON;CANTABRICO OCCIDENTAL;RÍO URDÓN;Explotación;E.ON GENERACION;Cantabria
URKULU;CANTABRICO ORIENTAL;URKULU ERREKA;Explotación;CONSORCIO DE AGUAS DE GUIPUZCOA;Gipuzkoa
URKULU;CANTABRICO ORIENTAL;TXAETA ERREKA;Explotación;CONSORCIO DE AGUAS DE GUIPUZCOA;Gipuzkoa
URRUNAGA;EBRO;SANTA ENGRACIA ITSASADAR;Explotación;IBERDROLA GENERACION S.A.;Araba/Álava
URRUNAGA;EBRO;;Explotación;IBERDROLA GENERACION S.A.;Araba/Álava
URTATZA;CANTABRICO ORIENTAL;URTATZA ERREKA;Explotación;P. ECHEVARRIA;Gipuzkoa
URTXUBI;CANTABRICO ORIENTAL;URTSUBI ERREKA;Explotación;ESTADO;Gipuzkoa
UTXESA;EBRO;VALL D'UTXESA;Explotación;ENDESA GENERACION S.A.;Lleida
UTXESA;EBRO;VALL D'UTXESA;Explotación;ENDESA GENERACION S.A.;Lleida
UZQUIZA;DUERO;RÍO ARLANZÓN;Explotación;ESTADO;Burgos
VADIELLO;EBRO;RÍO GUATIZALEMA;Explotación;ESTADO;Huesca
VADILLOS;TAJO;RÍO GUADIELA;Explotación;NAVARRO GENERACIÓN S.A.;Cuenca
VADO DE LAS CABRAS;DUERO;RÍO MOROS;Explotación;AYUNTAMIENTO DE EL ESPINAR;Segovia
VADO, EL;TAJO;RÍO JARAMA;Explotación;CANAL DE ISABEL II;Guadalajara
VADO, EL;TAJO;RÍO JARAMA;Explotación;CANAL DE ISABEL II;Guadalajara
VADOMOJON;GUADALQUIVIR;RÍO GUADAJOZ;Explotación;ESTADO;Jaén
VAL;EBRO;RIO DE LA CASA O VAL;Explotación;ESTADO;Zaragoza
VALBONA;JUCAR;RAMBLA DE FUENTE DE MORA;Explotación;ESTADO;Teruel
VALBONA;JUCAR;RÍO VALBONA;Explotación;ESTADO;Teruel
VALBONA;JUCAR;RÍO VALBONA;Explotación;ESTADO;Teruel
VALBONA;JUCAR;RAMBLA DE FUENTE DE MORA;Explotación;ESTADO;Teruel
VALBORNEDO;EBRO;;Explotación;SINDICATO DE RIEGOS DEL RÍO DE LA FUENTE;Rioja, La
VALCOMUNA;EBRO;VALL COMUNA;Explotación;ESTADO;Teruel
VALDABRA;EBRO;BARRANCO DE VALDABRA;Explotación;ESTADO;Huesca
VALDAJOS;TAJO;RÍO TAJO;Explotación;ESTADO;Toledo
VALDECABALLOS;TAJO;ARROYO DEL MALATO;Explotación;Mª ISABEL GARCIA TABERNERO;Cáceres
VALDECABRAS, ARROYO;TAJO;ARROYO DE LA DEHESA DE VILLAVERDE;Explotación;LOS CHOPOS DE VILLAVERDE S.L;Toledo
VALDECAÑAS;TAJO;RÍO TAJO;Explotación;IBERDROLA GENERACION S.A.;Cáceres
VALDECAYO;GUADIANA;ARROYO DEL VALDELCAYO;Explotación;CASAS DE HITOS S.A.;Badajoz
VALDEFUENTES;TAJO;ARROYO DE VALDEALCORNOQUE;Explotación;AYUNTAMIENTO DE VALDEFUENTES;Cáceres
VALDEINFIERNO;CUENCAS MEDITERRANEAS ANDALUZAS;ARROYO DE VALDEINFIERNO;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Cádiz
VALDEINFIERNO;SEGURA;RIO LUCHENA;Explotación;ESTADO;Murcia
VALDELAFUEN;EBRO;;Explotación;COMUNIDAD DE REGANTES DE VILLA DE SADABA;Zaragoza
VALDELAGRANA A;GUADIANA;ARROYO DE VALDELAGRANA;Explotación;COMPAÑIA HISPANO ARGENTINA DE INMUEBLES S.A.;Badajoz
VALDELAGRANA B;GUADIANA;ARROYO DE VALDELAGRANA;Explotación;COMPAÑIA HISPANO ARGENTINA DE INMUEBLES S.A.;Badajoz
VALDELAGRANA C;GUADIANA;ARROYO DE VALDELAGRANA;Explotación;COMPAÑIA HISPANO ARGENTINA DE INMUEBLES S.A.;Badajoz
VALDELAMADERA;CANTABRICO OCCIDENTAL;RIEGA LLAMEDO;Explotación;E.ON GENERACION;Asturias
VALDELREY;GUADIANA;ARROYO DE VALDERREY;Explotación;VALDELREY DE MONTANCHEZ S.A.;Cáceres
VALDEMERINAS;TAJO;VERTIENTE POR LA MARGEN DERECHA DEL VALLE DE FUENTE BARTOLA;Explotación;J. CARTAGENA Y A. SANCHEZ;Toledo
VALDEMORO DE LA LLANADA;DUERO;;Explotación;CONSTRUCCIONES ABETO S.L.;Salamanca
VALDEMUDARRA;DUERO;ARROYO DE VALDEMUDARRA O DE VALDEMUDARRO;Explotación;COMUNIDAD DE REGANTES DE VALDEMUDARRA;Valladolid
VALDEMURIO;CANTABRICO OCCIDENTAL;RÍO TRUBIA;Explotación;HIDROELECTRICA DEL CANTABRICO, S.A.;Asturias
VALDENMEDIO;GUADIANA;ARROYO DE VALDENMEDIO;Explotación;ADOFRÁN, S.A.;Badajoz
VALDENTALES;TAJO;RÍO JARAMA;Explotación;CANAL DE ISABEL II;Madrid
VALDEOBISPO;TAJO;RÍO ALAGÓN;Explotación;ESTADO;Cáceres
VALDEOVEJA;GUADIANA;ARROYO DE VALDEOVEJA;Explotación;ESTADO;Badajoz
VALDEPRADO;MIÑO-SIL;RÍO DE VALDEPRADO;Explotación;ENDESA GENERACION S.A.;León
VALDEPUERCAS;GUADIANA;ARROYO DE LOS TERREROS;Explotación;PARTICULAR;Cáceres
VALDERRODILLA;GUADIANA;RIVERA DE LOS MOLINOS;Explotación;S.A.T. EL MESTO;Badajoz
VALDESAMARIO;DUERO;ARROYO DE VALDESAMARIO;Explotación;ESTADO;León
VALDESAUCE;GUADIANA;REGATO DE VALDESAUCE;Explotación;AGROPECUARIA BALDÍO DE TORRES;Cáceres
VALDESIMON;TAJO;ARROYO DE VALDESIMÓN;Explotación;PEDRO ALVAREZ MARTIN;Toledo
VALDESIRGAS;MIÑO-SIL;RÍO DE VALDESIRGAS;Explotación;ENDESA GENERACION S.A.;Zamora
VALDESPINA;DUERO;VALLE DE VALDESPINA;Explotación;COMUNIDAD DE REGANTES AYO. DE VALDESPINA;León
VALDESTILLAS;DUERO;RÍO ADAJA;Explotación;CIENER, S.A. (SOCIEDAD UNIPERSONAL);Valladolid
VALDEZARZA;TAJO;ARROYO DEL MIMBRE;Explotación;VALDEZARZA S.A.;Toledo
VALDUEZA;MIÑO-SIL;RÍO VALDUEZA;Explotación;ENDESA GENERACION S.A.;León
VALDUNO I;CANTABRICO OCCIDENTAL;RÍO NALÓN;Explotación;HIDROMEDIA, S.A.;Asturias
VALDUNO II Asturias;CANTABRICO OCCIDENTAL;RÍO NALÓN;Explotación;HIDROMEDIA, S.A.;
VALERON;GRAN CANARIA;BARRANCO DEL CALABOZO;Explotación;CDAD. VALERON Y S. FELIPE;Palmas, Las
VALHONDO;GUADIANA;VERTIENTE POR LA MARGEN IZQUERDA DEL RÍO GUADIANA;Explotación;LOVERA S.A. (FINCA LA TEJA);Ciudad Real
VALHONDO, ARROYO;GUADIANA;ARROYO DE VALHONDO;Explotación;LOVERA S.A. (FINCA LA TEJA);Ciudad Real
VALJONDO;GUADIANA;RIO GUADAMATILLA;Explotación;MARIA ARROYO LOPEZ;Córdoba
VALLAT;JUCAR;RIU MIJARES;Explotación;IBERDROLA GENERACION S.A.;Castellón/Castelló
VALLE DE LOS CAIDOS, EL;TAJO;ARROYO DEL BOQUERÓN;Explotación;ESTADO;Madrid
VALLE DE LOS MOLINOS;GUADIANA;ARROYO DE LOS MOLINOS;Explotación;AYUNTAMIENTO DE MALAGÓN;Ciudad Real
VALLE DE MATAMOROS;GUADIANA;ARROYO RUBIALES;Explotación;JUNTA DE EXTREMADURA, CONSEJERÍA DE FOMENTO, VIVIENDA ORDENACIÓN TERRITORIO Y TURISMO;Badajoz
VALLEGARCIA;GUADIANA;ARROYO DE VALDEGARCIA;Explotación;ALFONSO CORTINA ALCOCER;Ciudad Real
VALLEGARCIA II;GUADIANA;;Explotación;ALFONSO CORTINA ALCOCER;Ciudad Real
VALLEHERMOSO;LA GOMERA;BARRANCO GARABATO;Explotación;GOBIERNO DE CANARIAS. CONSEJERIA DE OBRAS PUBLICAS, VIVIENDA Y AGUAS;Santa Cruz de Tenerife
VALLE I;CANTABRICO OCCIDENTAL;RÍO DEL VALLE;Explotación;HIDROELECTRICA DEL CANTABRICO, S.A.;Asturias
VALLE II;CANTABRICO OCCIDENTAL;RÍO DEL VALLE;Explotación;HIDROELECTRICA DEL CANTABRICO, S.A.;Asturias
VALLE INFERIOR DEL GUADALQUIVIR (BALSA 18-19K);GUADALQUIVIR;;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Sevilla
VALLE INFERIOR DEL GUADALQUIVIR (BALSA 20L);GUADALQUIVIR;;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Sevilla
VALLE INFERIOR DEL GUADALQUIVIR (BALSA 24M);GUADALQUIVIR;;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Sevilla
VALLE INFERIOR DEL GUADALQUIVIR (BALSA 2B);GUADALQUIVIR;;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Sevilla
VALLE INFERIOR DEL GUADALQUIVIR (BALSA 4D);GUADALQUIVIR;;Explotación;SEIASA;Sevilla
VALLE INFERIOR DEL GUADALQUIVIR (BALSA 8H);GUADALQUIVIR;;Explotación;SEIASA;Sevilla
VALLES ALAVESES-BARRANCO DE CASCAJO;EBRO;ARROYO DEL CASCAJO;Explotación;Aguas de las Cuencas de España, S.A.;Araba/Álava
VALLES ALAVESES-BARRANCO DE POZALAO;EBRO;BARRANCO DE POZOLAO;Explotación;Aguas de las Cuencas de España, S.A.;Araba/Álava
VALLES ALAVESES-BARRANCO DE POZALAO;EBRO;;Explotación;Aguas de las Cuencas de España, S.A.;Araba/Álava
VALLES ALAVESES-BARRANCO DE VALDELAGUA;EBRO;VERTIENTE POR LA MARGEN DERECHA DEL ARROYO VALDELAGUA;Explotación;Aguas de las Cuencas de España, S.A.;Araba/Álava
VALLES ALAVESES-BARRANCO DE VALLEJO SAN JUAN;EBRO;ARROYO DE SAN JUAN;Explotación;Aguas de las Cuencas de España, S.A.;Burgos
VALLES DE NAVALMEDIO, LOS;GUADIANA;;Explotación;AGROPECUARIA NAVALMEDIO S.L.;Ciudad Real
VALLES DE NAVALMEDIO, LOS;GUADIANA;;Explotación;;Ciudad Real
VALLETA UTXESA;EBRO;VALL DEL MAS;Explotación;ENDESA GENERACION S.A.;Lleida
VALLFERRERA;EBRO;BARRANCO VALFERRERA;Explotación;ENDESA GENERACION S.A.;Lleida
VALLFORNERS;CUENCAS INTERNAS DE CATALUÑA;RIERA DE CÁNOVES;Explotación;GENERALITAT DE CATALUÑA;Barcelona
VALMAYOR;TAJO;ARROYO DEL BATÁN O RÍO AULENCIA;Explotación;CANAL DE ISABEL II;Madrid
VALPARAISO;DUERO;RÍO TERA;Explotación;IBERDROLA GENERACION S.A.;Zamora
VALTRAVIES (ARROYO);TAJO;ARROYO VALTRAVIÉS;Explotación;AYUNTAMIENTO DE LAS NAVAS DEL MARQUES;Ávila
VALUENGO;GUADIANA;RIO ARDILA;Explotación;JUNTA DE EXTREMADURA, CONSEJERÍA DE FOMENTO, VIVIENDA ORDENACIÓN TERRITORIO Y TURISMO;Badajoz
VAQUERO, EL;GRAN CANARIA;BARRANCO DEL PINO GACHO;Explotación;CABILDO DE GRAN CANARIA;Palmas, Las
VEGACERVERA;DUERO;RÍO TORÍO;Explotación;IBERDROLA ENERGÍAS RENOVABLES, S.A. (IBERRENOVA);León
VEGA DE CONDE;DUERO;RÍO TERA;Explotación;ENDESA GENERACION S.A.;Zamora
VEGA DEL JABALON, LA;GUADIANA;RIO JABALON;Explotación;ESTADO;Ciudad Real
VEGAS ALTAS;TAJO;ARROYO DE CHABARCAS;Explotación;FERNANDO BURGOS RODRIGUEZ;Cáceres
VELADA TORRES;GUADIANA;;Explotación;AGROPECUARIA BALDÍO DE TORRES;Cáceres
VELADA TORRES PEQUEÑA;GUADIANA;;Explotación;AGROPECUARIA BALDÍO DE TORRES;Cáceres
VELILLA DE GUARDO;DUERO;RÍO CARRIÓN;Explotación;IBERDROLA GENERACION S.A.;Palencia
VELLE;MIÑO-SIL;RÍO MIÑO;Explotación;NATURGY GENERACIÓN, S.L.U.;Ourense
VENCIAS, LAS;DUERO;RÍO DURATÓN;Explotación;NATURGY GENERACIÓN, S.L.U.;Segovia
VENTA DEL POBRE;CUENCAS MEDITERRANEAS ANDALUZAS;;Explotación;AGUAS DE LAS CUENCAS MEDITERRANEAS, S.A. (ACUAMED, S.A.);Almería
VENTA DEL POBRE;CUENCAS MEDITERRANEAS ANDALUZAS;;Explotación;AGUAS DE LAS CUENCAS MEDITERRANEAS, S.A. (ACUAMED, S.A.);Almería
VENTA LA ZARZUELA;GUADIANA;ARROYO DE SOLOVIEJO;Explotación;AGROPECUARIAS LA ZARZUELA S.L.;Toledo
VERDUGA, LA;GUADALQUIVIR;;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Córdoba
VERDUGA, LA (DECANTACIÓN);GUADALQUIVIR;;Explotación;JUNTA DE ANDALUCIA. AGENCIA ANDALUZA DEL AGUA;Córdoba
VEREDA;JUCAR;;Explotación;CDAD. DE REGANTES PRINCIPE DE ESPAÑA;Albacete
VERTEDERO;EBRO;ARROYO SERBIL;Explotación;AUTONOMIA PAIS VASCO;Araba/Álava
VETONIA, LA;TAJO;SIN NOMBRE;Explotación;PARTICULAR;Ávila
VIA, LA;JUCAR;;Explotación;COMUNIDAD DE REGANTES DE VIRGEN DE LA PAZ DE AGOST;Alicante/Alacant
VIBORAS;GUADALQUIVIR;RÍO VÍBORAS;Explotación;ESTADO;Jaén
VICARIAS;SEGURA;;Explotación;BARLOQUE, S.L.;Albacete
VICARIO, EL;GUADIANA;RIO GUADIANA;Explotación;ESTADO;Ciudad Real
VID III, LA;TAJO;ARROYO DE LA VID;Explotación;LUIS RODRIGUEZ-ARIAS SANCHEZ;Cáceres
VID I, LA;TAJO;ARROYO DE LA VID;Explotación;EL GORRONAL, S.A.;Cáceres
VID, LA;TAJO;ARROYO DE LA VID;Explotación;EDUARDO SANTOS-RUIZ DÍAZ;Cáceres
VIEJO DEL ANGEL;CUENCAS MEDITERRANEAS ANDALUZAS;ARROYO BENAVOLÁ ALTA;Explotación;AYUNTAMIENTO DE MARBELLA;Málaga
VIELHA;EBRO;ETH GARONA;Explotación;ENDESA GENERACION S.A.;Lleida
VILAGUDIN;GALICIA-COSTA;RÍO PARADELA;Explotación;NATURGY GENERACIÓN, S.L.U.;Coruña, A
VILALLER;EBRO;RÍO NOGUERA RIBAGORÇANA;Explotación;ENDESA GENERACION S.A.;Huesca
VILANOVA;EBRO;RÍO MATARRAÑA;Explotación;ESTADO;Teruel
VILASOUTO;MIÑO-SIL;RÍO MAO;Explotación;ESTADO;Lugo
